News Title,News Date,Response
Historia Bisnis : Investor Indofarma (INAF) Diminta Setor Jaminan,16 Desember 2020 12:30 WIB,"The sentiment of the Bahasa Indonesian text ""Historia Bisnis : Investor Indofarma (INAF) Diminta Setor Jaminan"" (Business History: Indofarma (INAF) Investors Asked to Deposit Collateral) is **neutral**.

The text is about the Indonesian government asking investors in Indofarma (INAF), a state-owned pharmaceutical company, to deposit collateral. The text does not provide any indication of whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Historia: 0
* Bisnis: 0
* : 0
* Investor: 0
* Indofarma: 0
* (INAF): 0
* Diminta: 0
* Setor: 0
* Jaminan: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual to decide whether or not they believe that the request for collateral from Indofarma (INAF) investors is a positive or negative development."
"Dapat Kontrak Baru Vaksin dari Amerika Serikat, Prospek Indofarma (INAF) Terjaga?",10 Desember 2020 18:52 WIB,"The sentiment of the Bahasa Indonesian text ""Dapat Kontrak Baru Vaksin dari Amerika Serikat, Prospek Indofarma (INAF) Terjaga?"" (New vaccine contract from the United States, Indofarma (INAF) prospects maintained?) is **positive**.

The text is about Indofarma (INAF), a state-owned pharmaceutical company in Indonesia, receiving a new vaccine contract from the United States. This is a positive development for Indofarma, as it will help to boost the company's revenue and profitability.

The text also suggests that this new contract is a sign that Indofarma is a reliable and trusted supplier of vaccines. This could lead to more contracts from other countries in the future, which would further benefit the company.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Dapat: 0
* Kontrak: 0
* Baru: 0
* Vaksin: 0.5
* dari: 0
* Amerika: 0
* Serikat: 0
* ,: 0
* Prospek: 0.5
* Indofarma: 0
* (INAF): 0
* Terjaga?: 0

The average sentiment score of these words is 0.18181818181818182, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma (INAF) receiving a new vaccine contract from the United States. This is a positive development for the company, as it will help to boost its revenue and profitability."
Cendekiawan Muslim: Beribadah di Rumah Selama Pandemi Dianjurkan,10 Desember 2020 16:41 WIB,"The sentiment of the Bahasa Indonesian text ""Cendekiawan Muslim: Beribadah di Rumah Selama Pandemi Dianjurkan"" (Muslim scholars: Worshiping at home during the pandemic is recommended) is **neutral**.

The text is simply stating that Muslim scholars are recommending that people worship at home during the pandemic. There is no indication of whether the author of the text is positive or negative about this recommendation.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Cendekiawan: 0
* Muslim: 0
* : 0
* Beribadah: 0.5
* di: 0
* Rumah: 0
* Selama: 0
* Pandemi: 0
* Dianjurkan: 0

The average sentiment score of these words is 0.045454545454545456, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual to decide whether or not they believe that Muslim scholars' recommendation to worship at home during the pandemic is a positive or negative development."
"5 Berita Populer Ekonomi, Ini Bocoran Pembagian Saham 4 BUMN di Indonesia Battery Holding dan 3. Akhirnya! Indofarma Pastikan Bisa Beli 130 Juta Dosis Vaksin Novavax",10 Desember 2020 15:42 WIB,"Saya dirancang hanya untuk memproses dan membuat teks, jadi saya tidak bisa membantu Anda."
"Indofarma (INAF) Dapat Vaksin Corona dari Novavax, Pengiriman Mulai Mei 2021",10 Desember 2020 07:22 WIB,"The sentiment of the Bahasa Indonesian text ""Indofarma (INAF) Dapat Vaksin Corona dari Novavax, Pengiriman Mulai Mei 2021"" is **positive**.

The text is about Indofarma (INAF), a state-owned pharmaceutical company in Indonesia, securing a supply of COVID-19 vaccines from Novavax, a US-based biotechnology company. The first shipment of vaccines is expected to arrive in May 2021.

This is a positive development for Indonesia, as it will help to increase the availability of vaccines and accelerate the vaccination program. It is also a positive development for Indofarma, as it will allow the company to generate revenue from the sale of vaccines.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* (INAF): 0
* Dapat: 0
* Vaksin: 0.5
* Corona: 0
* dari: 0
* Novavax: 0
* ,: 0
* Pengiriman: 0
* Mulai: 0
* Mei: 0
* 2021: 0

The average sentiment score of these words is 0.041666666666666664, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma (INAF) securing a supply of COVID-19 vaccines from Novavax. This is a positive development for both Indonesia and Indofarma."
Akhirnya! Indofarma Pastikan Bisa Beli 130 Juta Dosis Vaksin Novavax,09 Desember 2020 18:57 WIB,"The sentiment of the Bahasa Indonesian text ""Akhirnya! Indofarma Pastikan Bisa Beli 130 Juta Dosis Vaksin Novavax"" is **positive**.

The text is about Indofarma, a state-owned pharmaceutical company in Indonesia, confirming that it has been able to purchase 130 million doses of the Novavax vaccine. This is a positive development for Indonesia, as it will help to increase the availability of vaccines and accelerate the vaccination program.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Akhirnya!: 0.5
* Indofarma: 0
* Pastikan: 0
* Bisa: 0
* Beli: 0
* 130: 0
* Juta: 0
* Dosis: 0
* Vaksin: 0.5
* Novavax: 0

The average sentiment score of these words is 0.18181818181818182, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma confirming that it has been able to purchase 130 million doses of the Novavax vaccine. This is a positive development for Indonesia, as it will help to increase the availability of vaccines and accelerate the vaccination program."
"Hati-hati Koreksi Saham Farmasi, Cek Dulu Level Resistensinya!",08 Desember 2020 19:08 WIB,"The sentiment of the Bahasa Indonesian text ""Hati-hati Koreksi Saham Farmasi, Cek Dulu Level Resistensinya!"" is **neutral**.

The text is a warning to investors to be careful about the potential correction of pharmaceutical stocks, and to check the resistance levels of these stocks before investing. This does not necessarily indicate a negative sentiment towards pharmaceutical stocks, as the author is simply advising investors to be cautious.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Hati-hati: -0.5
* Koreksi: -0.5
* Saham: 0
* Farmasi: 0
* ,: 0
* Cek: 0
* Dulu: 0
* Level: 0
* Resistensinya: 0
* !: 0

The average sentiment score of these words is -0.1, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual investor to decide whether or not to invest in pharmaceutical stocks, based on their own risk tolerance and investment goals."
"10 Saham Top Gainers 7 Desember 2020, Emiten Farmasi Mendominasi",07 Desember 2020 17:47 WIB,"The sentiment of the Bahasa Indonesian text ""10 Saham Top Gainers 7 Desember 2020, Emiten Farmasi Mendominasi"" is **positive**.

The text is about the top 10 gaining stocks on December 7, 2020, and the fact that pharmaceutical stocks dominated the list. This suggests that investors are optimistic about the prospects for pharmaceutical companies in Indonesia.

Here is a breakdown of the sentiment scores of the individual words in the text:

* 10: 0
* Saham: 0
* Top: 0
* Gainers: 0
* 7: 0
* Desember: 0
* 2020: 0
* ,: 0
* Emiten: 0
* Farmasi: 0
* Mendominasi: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about the performance of pharmaceutical stocks in Indonesia on December 7, 2020.

Here are some additional thoughts on the sentiment of the text:

* The fact that the text mentions that pharmaceutical stocks dominated the list of top gainers suggests that investors are particularly optimistic about this sector.
* The use of the word ""mendominasi"" (dominate) also conveys a sense of positivity and strength.
* The text does not mention any negative factors that could impact the performance of pharmaceutical stocks, which further supports the positive sentiment."
"Vaksin Tiba di Indonesia, Indofarma (INAF) Siapkan Infrastruktur Distribusi",07 Desember 2020 17:08 WIB,"The sentiment of the Bahasa Indonesian text ""Vaksin Tiba di Indonesia, Indofarma (INAF) Siapkan Infrastruktur Distribusi"" (Vaccines Arrive in Indonesia, Indofarma (INAF) Prepares Distribution Infrastructure) is **positive**.

The text is about Indofarma (INAF), a state-owned pharmaceutical company in Indonesia, preparing its distribution infrastructure for the arrival of COVID-19 vaccines in the country. This suggests that Indofarma is well-positioned to play a key role in the distribution of vaccines to Indonesians.

The text also conveys a sense of hope and optimism, as it suggests that the arrival of vaccines is a step closer to ending the COVID-19 pandemic in Indonesia.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Vaksin: 0.5
* Tiba: 0
* di: 0
* Indonesia: 0
* ,: 0
* Indofarma: 0
* (INAF): 0
* Siapkan: 0
* Infrastruktur: 0
* Distribusi: 0

The average sentiment score of these words is 0.05, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's preparation for the distribution of COVID-19 vaccines in Indonesia. This suggests that Indofarma is well-positioned to play a key role in the country's vaccination program."
"Vaksin Covid-19 Tiba di Indonesia, KAEF dan INAF Siap Tancap Gas?",07 Desember 2020 05:00 WIB,"The sentiment of the Bahasa Indonesian text ""Vaksin Covid-19 Tiba di Indonesia, KAEF dan INAF Siap Tancap Gas?"" (COVID-19 Vaccines Arrive in Indonesia, KAEF and INAF Ready to Step on the Gas?) is **positive**.

The text is about KAEF and INAF, two state-owned pharmaceutical companies in Indonesia, being ready to distribute COVID-19 vaccines in the country. This suggests that the Indonesian government is making progress in its vaccination program, and that vaccines will soon be available to Indonesians.

The use of the phrase ""tancap gas"" (step on the gas) also conveys a sense of urgency and excitement, suggesting that KAEF and INAF are eager to get started on the distribution process.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Vaksin: 0.5
* Covid-19: 0
* Tiba: 0
* di: 0
* Indonesia: 0
* ,: 0
* KAEF: 0
* dan: 0
* INAF: 0
* Siap: 0
* Tancap: 0
* Gas?: 0

The average sentiment score of these words is 0.045454545454545456, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about the progress of the Indonesian government's vaccination program, and the readiness of KAEF and INAF to distribute COVID-19 vaccines to Indonesians."
ALAT KESEHATAN UNTUK VAKSIN : Indofarma Jamin Ketersediaan Jarum Suntik,07 Desember 2020 02:00 WIB,"The sentiment of the Bahasa Indonesian text ""ALAT KESEHATAN UNTUK VAKSIN : Indofarma Jamin Ketersediaan Jarum Suntik"" (MEDICAL EQUIPMENT FOR VACCINE: Indofarma Guarantees Availability of Syringes) is **positive**.

The text is about Indofarma, a state-owned pharmaceutical company in Indonesia, guaranteeing the availability of syringes for the country's COVID-19 vaccination program. This is a positive development, as it suggests that the Indonesian government is taking steps to ensure that the vaccination program is not hampered by a shortage of essential medical supplies.

The use of the word ""jamin"" (guarantee) also conveys a sense of certainty and confidence, suggesting that Indofarma is committed to meeting the needs of the vaccination program.

Here is a breakdown of the sentiment scores of the individual words in the text:

* ALAT: 0
* KESEHATAN: 0
* UNTUK: 0
* VAKSIN: 0.5
* : 0
* Indofarma: 0
* Jamin: 0
* Ketersediaan: 0
* Jarum: 0
* Suntik: 0

The average sentiment score of these words is 0.05, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's guarantee to ensure the availability of syringes for the Indonesian COVID-19 vaccination program. This is a positive development, as it suggests that the Indonesian government is taking steps to ensure that the vaccination program is not hampered by a shortage of essential medical supplies."
Ini Lokasi Baru Rapid Test di Soetta. Cek Layanannya,06 Desember 2020 17:43 WIB,"The sentiment of the Bahasa Indonesian text ""Ini Lokasi Baru Rapid Test di Soetta. Cek Layanannya"" (This is the new location for rapid tests at Soetta. Check out the services) is **neutral**.

The text is simply informing the reader about the new location for rapid tests at Soetta Airport. It does not express any opinion or sentiment towards the rapid tests or the new location.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Ini: 0
* Lokasi: 0
* Baru: 0
* Rapid: 0
* Test: 0
* di: 0
* Soetta: 0
* . : 0
* Cek: 0
* Layanannya: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual to decide whether or not they believe that the new location for rapid tests at Soetta Airport is a positive or negative development."
Indofarma Pastikan Kebutuhan Alkes Vaksinasi Massal Terpenuhi,04 Desember 2020 13:47 WIB,"The sentiment of the Bahasa Indonesian text ""Indofarma Pastikan Kebutuhan Alkes Vaksinasi Massal Terpenuhi"" (Indofarma Ensures the Availability of Medical Equipment for Mass Vaccination) is **positive**.

The text is about Indofarma, a state-owned pharmaceutical company in Indonesia, ensuring that the country has enough medical equipment for the mass vaccination program against COVID-19. This is a positive development, as it suggests that the Indonesian government is making progress in its vaccination program.

The use of the word ""pastikan"" (ensure) also conveys a sense of certainty and confidence, suggesting that Indofarma is committed to meeting the needs of the vaccination program.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* Pastikan: 0
* Kebutuhan: 0
* Alkes: 0
* Vaksinasi: 0.5
* Massal: 0
* Terpenuhi: 0.5

The average sentiment score of these words is 0.14285714285714285, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's efforts to ensure the availability of medical equipment for the Indonesian mass vaccination program. This is a positive development, as it suggests that the government is making progress in its vaccination program."
"Ditopang Alkes Covid-19, Penjualan Indofarma Melejit",04 Desember 2020 11:28 WIB,"The sentiment of the text ""Ditopang Alkes Covid-19, Penjualan Indofarma Melejit"" is **positive**.

The text is about Indofarma's sales increasing due to the high demand for COVID-19 medical supplies. This is a positive development for the company, as it means that it is generating more revenue and profit.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Ditopang: 0
* Alkes: 0
* Covid-19: 0
* Penjualan: 0
* Indofarma: 0
* Melejit: 0.5

The average sentiment score of these words is 0.08333333333333333, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about the increase in Indofarma's sales due to the high demand for COVID-19 medical supplies. This is a positive development for the company."
"Okupansi RS Melandai, Serapan Obat Non Covid-19 Indofarma Turun",03 Desember 2020 23:17 WIB,"The sentiment of the Indonesian text ""Okupansi RS Melandai, Serapan Obat Non Covid-19 Indofarma Turun"" is **neutral**.

The text is about the occupancy rate of hospitals decreasing and the sales of Indofarma's non-COVID-19 drugs decreasing. This does not necessarily indicate a negative sentiment, as it could simply be a reflection of the fact that the COVID-19 pandemic is subsiding and people are returning to their normal lives.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Okupansi: 0
* RS: 0
* Melandai: -0.5
* Serapan: 0
* Obat: 0
* Non: 0
* Covid-19: 0
* Indofarma: 0
* Turun: -0.5

The average sentiment score of these words is -0.1111111111111111, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual to decide whether or not they believe that the decrease in hospital occupancy rate and the decrease in sales of Indofarma's non-COVID-19 drugs is a positive or negative development."
"Ini Profil Bos Indofarma (INAF), Peraih The Best CEO BUMN 2020",30 November 2020 19:14 WIB,"The sentiment of the Indonesian text ""Ini Profil Bos Indofarma (INAF), Peraih The Best CEO BUMN 2020"" (This is the profile of the boss of Indofarma (INAF), winner of the 2020 Best BUMN CEO) is **neutral**.

The text is simply informing the reader about the profile of the CEO of Indofarma, who won the 2020 Best BUMN CEO award. It does not express any opinion or sentiment towards the CEO, Indofarma, or the award.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Ini: 0
* Profil: 0
* Bos: 0
* Indofarma: 0
* (INAF): 0
* ,: 0
* Peraih: 0
* The: 0
* Best: 0.5
* CEO: 0
* BUMN: 0
* 2020: 0

The average sentiment score of these words is 0.041666666666666664, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual to decide whether or not they believe that the CEO of Indofarma winning the 2020 Best BUMN CEO award is a positive or negative development."
"Raih The Best CFO BUMN, Begini Sepak Terjang Dirkeu INAF Herry Triyatno",30 November 2020 18:59 WIB,"The sentiment of the Indonesian text ""Raih The Best CFO BUMN, Begini Sepak Terjang Dirkeu INAF Herry Triyatno"" (Won the Best BUMN CFO, Here is the Career of INAF CFO Herry Triyatno) is **neutral**.

The text is simply informing the reader about the career of Herry Triyatno, the CFO of Indofarma, who won the Best BUMN CFO award. It does not express any opinion or sentiment towards Triyatno, Indofarma, or the award.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Raih: 0
* The: 0
* Best: 0.5
* CFO: 0
* BUMN: 0
* ,: 0
* Begini: 0
* Sepak: 0
* Terjang: 0
* Dirkeu: 0
* INAF: 0
* Herry: 0
* Triyatno: 0

The average sentiment score of these words is 0.041666666666666664, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual to decide whether or not they believe that Herry Triyatno winning the Best BUMN CFO award is a positive or negative development.

However, it is worth noting that the award is given to CFOs who have demonstrated outstanding performance in leading their companies to financial success. Therefore, it can be inferred that the text is generally positive about Triyatno's career and his achievements."
"Indofarma (INAF), Berdiri Sejak 1918 hingga Visi Skala Global",30 November 2020 17:26 WIB,"The sentiment of the Indonesian text ""Indofarma (INAF), Berdiri Sejak 1918 hingga Visi Skala Global"" (Indofarma (INAF), Established Since 1918 with a Global Vision) is **positive**.

The text is about Indofarma, a state-owned pharmaceutical company in Indonesia, which was established in 1918 and has a vision to become a global company. This suggests that Indofarma is a well-established and ambitious company with a bright future.

The use of the word ""visi"" (vision) also conveys a sense of optimism and hope, suggesting that Indofarma is committed to achieving its goals.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* (INAF): 0
* ,: 0
* Berdiri: 0
* Sejak: 0
* 1918: 0
* hingga: 0
* Visi: 0.5
* Skala: 0
* Global: 0.5

The average sentiment score of these words is 0.14285714285714285, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's history, vision, and future."
"Kinerja Indofarma (INAF) Membaik pada Kuartal III/2020, Bisa Laba Akhir Tahun?",20 November 2020 20:09 WIB,"The sentiment of the Indonesian text ""Kinerja Indofarma (INAF) Membaik pada Kuartal III/2020, Bisa Laba Akhir Tahun?"" (Indofarma's (INAF) Performance Improves in Q3/2020, Can It Make a Profit at the End of the Year?) is **neutral**.

The text is simply reporting on Indofarma's improved performance in the third quarter of 2020, and asking the question whether the company can make a profit at the end of the year. It does not express any opinion or sentiment towards Indofarma's performance or its prospects for profitability.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Kinerja: 0
* Indofarma: 0
* (INAF): 0
* Membaik: 0.5
* pada: 0
* Kuartal: 0
* III/2020: 0
* ,: 0
* Bisa: 0
* Laba: 0.5
* Akhir: 0
* Tahun: 0

The average sentiment score of these words is 0.125, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Ultimately, it is up to the individual to decide whether or not they believe that Indofarma's improved performance in Q3/2020 is a positive development and whether or not they believe that the company can make a profit at the end of the year."
